Jugador,Nacionalidad,Posicion,Edad,Dia_partido,Goles,Pases_recibidos,Pases_balon_vivo,Pases_completados,Pases_intentados,xG,precio_millones
Jarrad Branthwaite,eng ENG,CB,22.240,2025-02-22 00:00:00,0.0,20.0,30.0,21.0,30.0,0.1,50000000.0
Jarrad Branthwaite,eng ENG,CB,22.233,2025-02-15 00:00:00,0.0,28.0,35.0,30.0,38.0,0.0,50000000.0
Jarrad Branthwaite,eng ENG,CB,22.230,2025-02-12 00:00:00,0.0,23.0,35.0,28.0,37.0,0.0,50000000.0
Jarrad Branthwaite,eng ENG,CB,22.219,2025-02-01 00:00:00,0.0,52.0,65.0,55.0,71.0,0.2,50000000.0
Jarrad Branthwaite,eng ENG,CB,22.212,2025-01-25 00:00:00,0.0,32.0,41.0,35.0,41.0,0.0,50000000.0
Jarrad Branthwaite,eng ENG,CB,22.206,2025-01-19 00:00:00,0.0,24.0,29.0,24.0,31.0,0.0,50000000.0
Jarrad Branthwaite,eng ENG,CB,22.202,2025-01-15 00:00:00,0.0,43.0,51.0,44.0,53.0,0.1,50000000.0
Jarrad Branthwaite,eng ENG,CB,22.191,2025-01-04 00:00:00,0.0,19.0,32.0,18.0,32.0,0.0,50000000.0
Jarrad Branthwaite,eng ENG,CB,22.185,2024-12-29 00:00:00,0.0,45.0,64.0,53.0,64.0,0.1,50000000.0
Jarrad Branthwaite,eng ENG,CB,22.182,2024-12-26 00:00:00,0.0,26.0,30.0,24.0,30.0,0.0,50000000.0
Jarrad Branthwaite,eng ENG,CB,22.178,2024-12-22 00:00:00,0.0,16.0,23.0,18.0,23.0,0.0,50000000.0
Jarrad Branthwaite,eng ENG,CB,22.170,2024-12-14 00:00:00,0.0,17.0,22.0,20.0,23.0,0.0,50000000.0
Jarrad Branthwaite,eng ENG,CB,22.160,2024-12-04 00:00:00,0.0,30.0,40.0,36.0,40.0,0.0,50000000.0
Jarrad Branthwaite,eng ENG,CB,22.157,2024-12-01 00:00:00,0.0,42.0,47.0,47.0,50.0,0.0,50000000.0
Jarrad Branthwaite,eng ENG,CB,22.149,2024-11-23 00:00:00,0.0,42.0,51.0,48.0,54.0,0.0,50000000.0
Jarrad Branthwaite,eng ENG,CB,22.135,2024-11-09 00:00:00,0.0,29.0,42.0,32.0,42.0,0.0,50000000.0
Jarrad Branthwaite,eng ENG,CB,22.128,2024-11-02 00:00:00,0.0,6.0,6.0,5.0,6.0,0.0,50000000.0
Jarrad Branthwaite,eng ENG,CB,22.121,2024-10-26 00:00:00,0.0,3.0,4.0,2.0,4.0,0.0,50000000.0
Jarrad Branthwaite,eng ENG,CB,22.093,2024-09-28 00:00:00,0.0,21.0,32.0,27.0,32.0,0.0,50000000.0
Jarell Quansah,eng ENG,CB,22.110,2025-05-19 00:00:00,0.0,55.0,60.0,63.0,70.0,0.0,20000000.0
Jarell Quansah,eng ENG,CB,22.095,2025-05-04 00:00:00,0.0,76.0,90.0,87.0,94.0,0.0,20000000.0
Jarell Quansah,eng ENG,RB,22.074,2025-04-13 00:00:00,0.0,8.0,7.0,5.0,7.0,0.1,20000000.0
Jarell Quansah,eng ENG,RB,22.038,2025-03-08 00:00:00,0.0,2.0,3.0,2.0,3.0,0.0,20000000.0
Jarell Quansah,eng ENG,RB,22.028,2025-02-26 00:00:00,0.0,12.0,13.0,13.0,13.0,0.0,20000000.0
Jarell Quansah,eng ENG,RB,22.025,2025-02-23 00:00:00,0.0,1.0,3.0,4.0,4.0,0.0,20000000.0
Jarell Quansah,eng ENG,RB,22.021,2025-02-19 00:00:00,0.0,1.0,1.0,1.0,1.0,0.0,20000000.0
Jarell Quansah,eng ENG,CB,22.018,2025-02-16 00:00:00,0.0,30.0,30.0,30.0,30.0,0.0,20000000.0
Jarell Quansah,eng ENG,CB,21.335,2024-12-29 00:00:00,0.0,39.0,43.0,45.0,45.0,0.0,20000000.0
Jarell Quansah,eng ENG,CB,21.320,2024-12-14 00:00:00,0.0,25.0,28.0,26.0,31.0,0.0,20000000.0
Jarell Quansah,eng ENG,"RB,CB",21.310,2024-12-04 00:00:00,0.0,44.0,49.0,46.0,55.0,0.0,20000000.0
Jarell Quansah,eng ENG,RB,21.307,2024-12-01 00:00:00,0.0,6.0,6.0,9.0,11.0,0.0,20000000.0
Jarell Quansah,eng ENG,CB,21.201,2024-08-17 00:00:00,0.0,22.0,27.0,25.0,28.0,0.0,20000000.0
Jarell Quansah,eng ENG,CB,21.201,2024-08-17 00:00:00,0.0,22.0,27.0,25.0,28.0,0.0,20000000.0
Jan Paul van Hecke,nl NED,CB,24.351,2025-05-25 00:00:00,0.0,67.0,82.0,77.0,84.0,0.1,32000000.0
Jan Paul van Hecke,nl NED,CB,24.345,2025-05-19 00:00:00,0.0,44.0,53.0,52.0,55.0,0.0,32000000.0
Jan Paul van Hecke,nl NED,CB,24.336,2025-05-10 00:00:00,0.0,44.0,53.0,48.0,54.0,0.0,32000000.0
Jan Paul van Hecke,nl NED,CB,24.330,2025-05-04 00:00:00,0.0,37.0,48.0,44.0,52.0,0.0,32000000.0
Jan Paul van Hecke,nl NED,CB,24.315,2025-04-19 00:00:00,0.0,65.0,72.0,54.0,74.0,0.0,32000000.0
Jan Paul van Hecke,nl NED,CB,24.301,2025-04-05 00:00:00,0.0,85.0,97.0,87.0,102.0,0.0,32000000.0
Jan Paul van Hecke,nl NED,CB,24.298,2025-04-02 00:00:00,0.0,55.0,64.0,66.0,74.0,0.0,32000000.0
Jan Paul van Hecke,nl NED,CB,24.280,2025-03-15 00:00:00,0.0,18.0,22.0,24.0,28.0,0.0,32000000.0
Jan Paul van Hecke,nl NED,CB,24.273,2025-03-08 00:00:00,1.0,75.0,85.0,81.0,87.0,0.1,32000000.0
Jan Paul van Hecke,nl NED,CB,24.262,2025-02-25 00:00:00,0.0,36.0,48.0,35.0,52.0,0.2,32000000.0
Jan Paul van Hecke,nl NED,CB,24.259,2025-02-22 00:00:00,0.0,16.0,25.0,23.0,26.0,0.2,32000000.0
Jan Paul van Hecke,nl NED,CB,24.251,2025-02-14 00:00:00,0.0,24.0,31.0,38.0,41.0,0.0,32000000.0
Jan Paul van Hecke,nl NED,CB,24.238,2025-02-01 00:00:00,0.0,65.0,83.0,73.0,84.0,0.0,32000000.0
Jan Paul van Hecke,nl NED,CB,24.231,2025-01-25 00:00:00,0.0,95.0,108.0,100.0,114.0,0.0,32000000.0
Jan Paul van Hecke,nl NED,CB,24.225,2025-01-19 00:00:00,0.0,47.0,62.0,57.0,67.0,0.0,32000000.0
Jan Paul van Hecke,nl NED,CB,24.222,2025-01-16 00:00:00,0.0,53.0,57.0,53.0,59.0,0.1,32000000.0
Jan Paul van Hecke,nl NED,CB,24.210,2025-01-04 00:00:00,0.0,64.0,68.0,65.0,74.0,0.0,32000000.0
Jan Paul van Hecke,nl NED,CB,24.205,2024-12-30 00:00:00,0.0,30.0,37.0,35.0,40.0,0.0,32000000.0
Jan Paul van Hecke,nl NED,CB,24.202,2024-12-27 00:00:00,0.0,59.0,76.0,64.0,77.0,0.0,32000000.0
Jan Paul van Hecke,nl NED,CB,24.196,2024-12-21 00:00:00,0.0,45.0,60.0,57.0,67.0,0.0,32000000.0
Jan Paul van Hecke,nl NED,"CB,RB",24.190,2024-12-15 00:00:00,0.0,77.0,87.0,84.0,93.0,0.0,32000000.0
Jan Paul van Hecke,nl NED,CB,24.183,2024-12-08 00:00:00,0.0,58.0,72.0,65.0,74.0,0.1,32000000.0
Jan Paul van Hecke,nl NED,CB,24.180,2024-12-05 00:00:00,0.0,62.0,65.0,57.0,67.0,0.3,32000000.0
Jan Paul van Hecke,nl NED,"CB,RB",24.174,2024-11-29 00:00:00,0.0,53.0,57.0,60.0,65.0,0.1,32000000.0
Jan Paul van Hecke,nl NED,CB,24.168,2024-11-23 00:00:00,0.0,18.0,24.0,29.0,37.0,0.0,32000000.0
Jan Paul van Hecke,nl NED,CB,24.154,2024-11-09 00:00:00,0.0,68.0,74.0,72.0,75.0,0.0,32000000.0
Jan Paul van Hecke,nl NED,CB,24.147,2024-11-02 00:00:00,0.0,49.0,59.0,56.0,62.0,0.0,32000000.0
Jan Paul van Hecke,nl NED,CB,24.140,2024-10-26 00:00:00,0.0,62.0,67.0,66.0,71.0,0.0,32000000.0
Jan Paul van Hecke,nl NED,CB,24.133,2024-10-19 00:00:00,0.0,3.0,4.0,4.0,5.0,0.0,32000000.0
Jan Paul van Hecke,nl NED,CB,24.106,2024-09-22 00:00:00,0.0,76.0,92.0,88.0,99.0,0.0,32000000.0
Jan Paul van Hecke,nl NED,CB,24.098,2024-09-14 00:00:00,0.0,68.0,82.0,80.0,86.0,0.0,32000000.0
Jan Paul van Hecke,nl NED,CB,24.084,2024-08-31 00:00:00,0.0,52.0,61.0,65.0,68.0,0.1,32000000.0
Jan Paul van Hecke,nl NED,CB,24.084,2024-08-31 00:00:00,0.0,52.0,61.0,65.0,68.0,0.1,32000000.0
Jan Paul van Hecke,nl NED,CB,24.077,2024-08-24 00:00:00,0.0,75.0,86.0,76.0,86.0,0.0,32000000.0
Jan Paul van Hecke,nl NED,CB,24.077,2024-08-24 00:00:00,0.0,75.0,86.0,76.0,86.0,0.0,32000000.0
Jan Paul van Hecke,nl NED,CB,24.070,2024-08-17 00:00:00,0.0,75.0,85.0,81.0,87.0,0.0,32000000.0
Jan Paul van Hecke,nl NED,CB,24.070,2024-08-17 00:00:00,0.0,75.0,85.0,81.0,87.0,0.0,32000000.0
Jan Oblak,si SVN,GK,32.131,2025-05-18 00:00:00,0.0,7.0,21.0,27.0,28.0,0.0,20000000.0
Jan Oblak,si SVN,GK,32.128,2025-05-15 00:00:00,0.0,15.0,19.0,24.0,25.0,0.0,20000000.0
Jan Oblak,si SVN,GK,32.123,2025-05-10 00:00:00,0.0,15.0,21.0,21.0,24.0,0.0,20000000.0
Jan Oblak,si SVN,GK,32.116,2025-05-03 00:00:00,0.0,14.0,21.0,26.0,29.0,0.0,20000000.0
Jan Oblak,si SVN,GK,32.107,2025-04-24 00:00:00,0.0,12.0,20.0,21.0,29.0,0.0,20000000.0
Jan Oblak,si SVN,GK,32.102,2025-04-19 00:00:00,0.0,13.0,22.0,27.0,30.0,0.0,20000000.0
Jan Oblak,si SVN,GK,32.097,2025-04-14 00:00:00,0.0,4.0,13.0,15.0,18.0,0.0,20000000.0
Jan Oblak,si SVN,GK,32.089,2025-04-06 00:00:00,0.0,8.0,13.0,20.0,24.0,0.0,20000000.0
Jan Oblak,si SVN,GK,32.081,2025-03-29 00:00:00,0.0,10.0,12.0,21.0,21.0,0.0,20000000.0
Jan Oblak,si SVN,GK,32.068,2025-03-16 00:00:00,0.0,10.0,17.0,27.0,36.0,0.0,20000000.0
Jan Oblak,si SVN,GK,32.061,2025-03-09 00:00:00,0.0,10.0,18.0,23.0,28.0,0.0,20000000.0
Jan Oblak,si SVN,GK,32.053,2025-03-01 00:00:00,0.0,8.0,17.0,21.0,27.0,0.0,20000000.0
Jan Oblak,si SVN,GK,32.046,2025-02-22 00:00:00,0.0,6.0,10.0,21.0,28.0,0.0,20000000.0
Jan Oblak,si SVN,GK,32.039,2025-02-15 00:00:00,0.0,9.0,20.0,21.0,36.0,0.0,20000000.0
Jan Oblak,si SVN,GK,32.032,2025-02-08 00:00:00,0.0,7.0,15.0,20.0,27.0,0.0,20000000.0
Jan Oblak,si SVN,GK,32.025,2025-02-01 00:00:00,0.0,6.0,11.0,15.0,21.0,0.0,20000000.0
Jan Oblak,si SVN,GK,32.018,2025-01-25 00:00:00,0.0,8.0,10.0,18.0,21.0,0.0,20000000.0
Jan Oblak,si SVN,GK,32.011,2025-01-18 00:00:00,0.0,4.0,9.0,15.0,16.0,0.0,20000000.0
Jan Oblak,si SVN,GK,32.005,2025-01-12 00:00:00,0.0,16.0,27.0,31.0,37.0,0.0,20000000.0
Jan Oblak,si SVN,GK,31.349,2024-12-21 00:00:00,0.0,10.0,19.0,23.0,34.0,0.0,20000000.0
Jan Oblak,si SVN,GK,31.343,2024-12-15 00:00:00,0.0,11.0,19.0,20.0,27.0,0.0,20000000.0
Jan Oblak,si SVN,GK,31.336,2024-12-08 00:00:00,0.0,8.0,14.0,11.0,15.0,0.0,20000000.0
Jan Oblak,si SVN,GK,31.328,2024-11-30 00:00:00,0.0,13.0,18.0,25.0,26.0,0.0,20000000.0
Jan Oblak,si SVN,GK,31.321,2024-11-23 00:00:00,0.0,11.0,15.0,16.0,19.0,0.0,20000000.0
Jan Oblak,si SVN,GK,31.308,2024-11-10 00:00:00,0.0,3.0,15.0,19.0,22.0,0.0,20000000.0
Jan Oblak,si SVN,GK,31.301,2024-11-03 00:00:00,0.0,7.0,14.0,15.0,18.0,0.0,20000000.0
Jan Oblak,si SVN,GK,31.294,2024-10-27 00:00:00,0.0,15.0,29.0,35.0,47.0,0.0,20000000.0
Jan Oblak,si SVN,GK,31.287,2024-10-20 00:00:00,0.0,9.0,15.0,17.0,22.0,0.0,20000000.0
Jan Oblak,si SVN,GK,31.273,2024-10-06 00:00:00,0.0,10.0,20.0,25.0,44.0,0.0,20000000.0
Jan Oblak,si SVN,GK,31.266,2024-09-29 00:00:00,0.0,16.0,20.0,19.0,25.0,0.0,20000000.0
Jan Oblak,si SVN,GK,31.263,2024-09-26 00:00:00,0.0,6.0,14.0,22.0,26.0,0.0,20000000.0
Jan Oblak,si SVN,GK,31.259,2024-09-22 00:00:00,0.0,11.0,21.0,23.0,30.0,0.0,20000000.0
Jan Oblak,si SVN,GK,31.252,2024-09-15 00:00:00,0.0,11.0,15.0,20.0,23.0,0.0,20000000.0
Jan Oblak,si SVN,GK,31.234,2024-08-28 00:00:00,0.0,13.0,14.0,21.0,24.0,0.0,20000000.0
Jan Oblak,si SVN,GK,31.231,2024-08-25 00:00:00,0.0,11.0,17.0,19.0,21.0,0.0,20000000.0
Jan Oblak,si SVN,GK,31.225,2024-08-19 00:00:00,0.0,9.0,13.0,19.0,20.0,0.0,20000000.0
James WardProwse,eng ENG,CM,30.205,2025-05-25 00:00:00,1.0,41.0,49.0,46.0,49.0,0.6,8000000.0
James WardProwse,eng ENG,CM,30.198,2025-05-18 00:00:00,0.0,29.0,36.0,36.0,42.0,0.0,8000000.0
James WardProwse,eng ENG,CM,30.191,2025-05-11 00:00:00,0.0,64.0,68.0,65.0,72.0,0.5,8000000.0
James WardProwse,eng ENG,CM,30.184,2025-05-04 00:00:00,0.0,4.0,6.0,7.0,8.0,0.1,8000000.0
James WardProwse,eng ENG,CM,30.176,2025-04-26 00:00:00,0.0,34.0,37.0,36.0,38.0,0.0,8000000.0
James WardProwse,eng ENG,"DM,CM",30.169,2025-04-19 00:00:00,0.0,60.0,63.0,63.0,67.0,0.1,8000000.0
James WardProwse,eng ENG,CM,30.163,2025-04-13 00:00:00,0.0,40.0,53.0,54.0,63.0,0.0,8000000.0
James WardProwse,eng ENG,DM,30.155,2025-04-05 00:00:00,0.0,49.0,60.0,56.0,68.0,0.0,8000000.0
James WardProwse,eng ENG,"CM,DM",30.151,2025-04-01 00:00:00,0.0,55.0,60.0,54.0,64.0,0.0,8000000.0
James WardProwse,eng ENG,CM,30.134,2025-03-15 00:00:00,0.0,43.0,51.0,52.0,60.0,0.3,8000000.0
James WardProwse,eng ENG,"CM,DM",30.129,2025-03-10 00:00:00,0.0,58.0,68.0,67.0,72.0,0.0,8000000.0
James WardProwse,eng ENG,CM,30.118,2025-02-27 00:00:00,0.0,58.0,70.0,66.0,73.0,0.0,8000000.0
James WardProwse,eng ENG,CM,30.113,2025-02-22 00:00:00,0.0,18.0,27.0,25.0,28.0,0.0,8000000.0
James WardProwse,eng ENG,DM,30.106,2025-02-15 00:00:00,0.0,32.0,39.0,39.0,49.0,0.0,8000000.0
James WardProwse,eng ENG,CM,30.066,2025-01-06 00:00:00,0.0,1.0,1.0,1.0,1.0,0.0,8000000.0
James WardProwse,eng ENG,CM,30.058,2024-12-29 00:00:00,0.0,0.0,1.0,2.0,2.0,0.0,8000000.0
James WardProwse,eng ENG,CM,30.055,2024-12-26 00:00:00,0.0,1.0,1.0,0.0,1.0,0.0,8000000.0
James WardProwse,eng ENG,DM,30.022,2024-11-23 00:00:00,0.0,21.0,28.0,28.0,33.0,0.0,8000000.0
James WardProwse,eng ENG,"LM,LB",30.009,2024-11-10 00:00:00,0.0,7.0,8.0,6.0,8.0,0.0,8000000.0
James WardProwse,eng ENG,DM,29.340,2024-10-06 00:00:00,0.0,30.0,39.0,35.0,42.0,0.0,8000000.0
James WardProwse,eng ENG,"CM,DM",29.332,2024-09-28 00:00:00,0.0,23.0,27.0,29.0,35.0,0.0,8000000.0
James WardProwse,eng ENG,DM,29.326,2024-09-22 00:00:00,0.0,10.0,15.0,13.0,17.0,0.0,8000000.0
James WardProwse,eng ENG,"DM,CM",29.318,2024-09-14 00:00:00,0.0,22.0,37.0,31.0,43.0,0.0,8000000.0
James WardProwse,eng ENG,CM,29.290,2024-08-17 00:00:00,0.0,8.0,12.0,11.0,15.0,0.0,8000000.0
James WardProwse,eng ENG,CM,29.290,2024-08-17 00:00:00,0.0,8.0,12.0,11.0,15.0,0.0,8000000.0
James Tarkowski,eng ENG,CB,32.151,2025-04-19 00:00:00,0.0,26.0,27.0,26.0,30.0,0.2,9000000.0
James Tarkowski,eng ENG,CB,32.144,2025-04-12 00:00:00,0.0,26.0,40.0,35.0,46.0,0.0,9000000.0
James Tarkowski,eng ENG,CB,32.137,2025-04-05 00:00:00,0.0,15.0,19.0,14.0,20.0,0.0,9000000.0
James Tarkowski,eng ENG,CB,32.134,2025-04-02 00:00:00,0.0,16.0,18.0,13.0,19.0,0.0,9000000.0
James Tarkowski,eng ENG,CB,32.116,2025-03-15 00:00:00,0.0,43.0,55.0,45.0,57.0,0.0,9000000.0
James Tarkowski,eng ENG,CB,32.109,2025-03-08 00:00:00,0.0,38.0,42.0,42.0,48.0,0.1,9000000.0
James Tarkowski,eng ENG,CB,32.099,2025-02-26 00:00:00,0.0,46.0,54.0,50.0,58.0,0.0,9000000.0
James Tarkowski,eng ENG,CB,32.095,2025-02-22 00:00:00,0.0,20.0,23.0,20.0,26.0,0.0,9000000.0
James Tarkowski,eng ENG,CB,32.088,2025-02-15 00:00:00,0.0,30.0,40.0,35.0,45.0,0.0,9000000.0
James Tarkowski,eng ENG,CB,32.085,2025-02-12 00:00:00,1.0,17.0,26.0,25.0,31.0,0.1,9000000.0
James Tarkowski,eng ENG,CB,32.074,2025-02-01 00:00:00,0.0,43.0,47.0,45.0,53.0,0.0,9000000.0
James Tarkowski,eng ENG,CB,32.067,2025-01-25 00:00:00,0.0,26.0,31.0,29.0,34.0,0.0,9000000.0
James Tarkowski,eng ENG,CB,32.061,2025-01-19 00:00:00,0.0,28.0,36.0,34.0,42.0,0.2,9000000.0
James Tarkowski,eng ENG,CB,32.057,2025-01-15 00:00:00,0.0,45.0,56.0,52.0,61.0,0.0,9000000.0
James Tarkowski,eng ENG,CB,32.046,2025-01-04 00:00:00,0.0,15.0,30.0,18.0,32.0,0.0,9000000.0
James Tarkowski,eng ENG,CB,32.040,2024-12-29 00:00:00,0.0,38.0,68.0,53.0,69.0,0.0,9000000.0
James Tarkowski,eng ENG,CB,32.037,2024-12-26 00:00:00,0.0,25.0,30.0,28.0,31.0,0.0,9000000.0
James Tarkowski,eng ENG,CB,32.033,2024-12-22 00:00:00,0.0,12.0,16.0,12.0,17.0,0.0,9000000.0
James Tarkowski,eng ENG,CB,32.025,2024-12-14 00:00:00,0.0,11.0,16.0,12.0,17.0,0.0,9000000.0
James Tarkowski,eng ENG,CB,32.015,2024-12-04 00:00:00,0.0,23.0,30.0,26.0,31.0,0.0,9000000.0
James Tarkowski,eng ENG,CB,32.012,2024-12-01 00:00:00,0.0,43.0,49.0,49.0,51.0,0.0,9000000.0
James Tarkowski,eng ENG,CB,32.004,2024-11-23 00:00:00,0.0,37.0,52.0,50.0,55.0,0.0,9000000.0
James Tarkowski,eng ENG,CB,31.356,2024-11-09 00:00:00,0.0,38.0,52.0,44.0,53.0,0.1,9000000.0
James Tarkowski,eng ENG,CB,31.349,2024-11-02 00:00:00,0.0,28.0,32.0,29.0,35.0,0.0,9000000.0
James Tarkowski,eng ENG,CB,31.342,2024-10-26 00:00:00,0.0,37.0,47.0,42.0,49.0,0.0,9000000.0
James Tarkowski,eng ENG,CB,31.335,2024-10-19 00:00:00,0.0,28.0,33.0,28.0,34.0,0.0,9000000.0
James Tarkowski,eng ENG,CB,31.321,2024-10-05 00:00:00,0.0,29.0,38.0,31.0,40.0,0.0,9000000.0
James Tarkowski,eng ENG,CB,31.314,2024-09-28 00:00:00,0.0,22.0,36.0,28.0,36.0,0.3,9000000.0
James Tarkowski,eng ENG,CB,31.307,2024-09-21 00:00:00,0.0,18.0,27.0,20.0,28.0,0.0,9000000.0
James Tarkowski,eng ENG,CB,31.300,2024-09-14 00:00:00,0.0,14.0,20.0,16.0,20.0,0.0,9000000.0
James Tarkowski,eng ENG,CB,31.286,2024-08-31 00:00:00,0.0,21.0,32.0,25.0,35.0,0.1,9000000.0
James Tarkowski,eng ENG,CB,31.279,2024-08-24 00:00:00,0.0,26.0,31.0,24.0,33.0,0.2,9000000.0
James Tarkowski,eng ENG,CB,31.279,2024-08-24 00:00:00,0.0,26.0,31.0,24.0,33.0,0.2,9000000.0
James Tarkowski,eng ENG,CB,31.272,2024-08-17 00:00:00,0.0,43.0,51.0,45.0,54.0,0.0,9000000.0
James Tarkowski,eng ENG,CB,31.272,2024-08-17 00:00:00,0.0,43.0,51.0,45.0,54.0,0.0,9000000.0
James Milner,eng ENG,FW,39.141,2025-05-25 00:00:00,0.0,1.0,1.0,0.0,1.0,0.0,1000000.0
James Milner,eng ENG,DM,38.240,2024-08-31 00:00:00,0.0,2.0,2.0,2.0,2.0,0.0,1000000.0
James Milner,eng ENG,DM,38.240,2024-08-31 00:00:00,0.0,2.0,2.0,2.0,2.0,0.0,1000000.0
James Milner,eng ENG,DM,38.233,2024-08-24 00:00:00,0.0,29.0,29.0,23.0,31.0,0.2,1000000.0
James Milner,eng ENG,DM,38.233,2024-08-24 00:00:00,0.0,29.0,29.0,23.0,31.0,0.2,1000000.0
James Milner,eng ENG,DM,38.226,2024-08-17 00:00:00,0.0,27.0,31.0,30.0,40.0,0.0,1000000.0
James Milner,eng ENG,DM,38.226,2024-08-17 00:00:00,0.0,27.0,31.0,30.0,40.0,0.0,1000000.0
James Mcatee,eng ENG,RW,22.204,2025-05-10 00:00:00,0.0,14.0,15.0,14.0,16.0,0.0,20000000.0
James Mcatee,eng ENG,RW,22.196,2025-05-02 00:00:00,0.0,4.0,5.0,2.0,5.0,0.0,20000000.0
James Mcatee,eng ENG,RM,22.186,2025-04-22 00:00:00,0.0,17.0,17.0,14.0,18.0,0.1,20000000.0
James Mcatee,eng ENG,RW,22.176,2025-04-12 00:00:00,1.0,19.0,18.0,12.0,18.0,1.4,20000000.0
James Mcatee,eng ENG,AM,22.166,2025-04-02 00:00:00,0.0,7.0,6.0,5.0,6.0,0.0,20000000.0
James Mcatee,eng ENG,RW,22.131,2025-02-26 00:00:00,0.0,1.0,1.0,1.0,1.0,0.0,20000000.0
James Mcatee,eng ENG,CM,22.128,2025-02-23 00:00:00,0.0,6.0,9.0,8.0,9.0,0.0,20000000.0
James Mcatee,eng ENG,"AM,FW",22.120,2025-02-15 00:00:00,1.0,6.0,5.0,4.0,5.0,0.6,20000000.0
James Mcatee,eng ENG,RW,22.107,2025-02-02 00:00:00,0.0,1.0,1.0,1.0,1.0,0.0,20000000.0
James Mcatee,eng ENG,AM,22.093,2025-01-19 00:00:00,1.0,19.0,18.0,15.0,19.0,0.6,20000000.0
James Mcatee,eng ENG,RW,22.088,2025-01-14 00:00:00,0.0,3.0,2.0,2.0,2.0,0.2,20000000.0
James Mcatee,eng ENG,"RM,LM",22.078,2025-01-04 00:00:00,0.0,8.0,7.0,7.0,7.0,0.0,20000000.0
James Mcatee,eng ENG,RM,22.072,2024-12-29 00:00:00,0.0,13.0,14.0,11.0,14.0,0.0,20000000.0
James Mcatee,eng ENG,"AM,CB",22.047,2024-12-04 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,20000000.0
James Mcatee,eng ENG,FW,21.311,2024-08-24 00:00:00,0.0,4.0,4.0,4.0,4.0,0.0,20000000.0
James Mcatee,eng ENG,FW,21.311,2024-08-24 00:00:00,0.0,4.0,4.0,4.0,4.0,0.0,20000000.0
James Maddison,eng ENG,LM,28.155,2025-04-27 00:00:00,0.0,13.0,15.0,20.0,24.0,0.0,42000000.0
James Maddison,eng ENG,LM,28.141,2025-04-13 00:00:00,0.0,55.0,54.0,53.0,60.0,0.1,42000000.0
James Maddison,eng ENG,LM,28.134,2025-04-06 00:00:00,0.0,47.0,43.0,44.0,49.0,0.0,42000000.0
James Maddison,eng ENG,LM,28.131,2025-04-03 00:00:00,0.0,34.0,34.0,34.0,37.0,0.0,42000000.0
James Maddison,eng ENG,AM,28.113,2025-03-16 00:00:00,0.0,13.0,14.0,11.0,16.0,0.0,42000000.0
James Maddison,eng ENG,LM,28.106,2025-03-09 00:00:00,0.0,20.0,21.0,17.0,23.0,0.0,42000000.0
James Maddison,eng ENG,LM,28.095,2025-02-26 00:00:00,0.0,51.0,54.0,45.0,64.0,0.0,42000000.0
James Maddison,eng ENG,LM,28.091,2025-02-22 00:00:00,0.0,21.0,23.0,22.0,25.0,0.0,42000000.0
James Maddison,eng ENG,LM,28.085,2025-02-16 00:00:00,1.0,49.0,50.0,43.0,51.0,0.7,42000000.0
James Maddison,eng ENG,"AM,DM",28.057,2025-01-19 00:00:00,0.0,58.0,58.0,50.0,59.0,0.1,42000000.0
James Maddison,eng ENG,LM,28.053,2025-01-15 00:00:00,0.0,27.0,25.0,22.0,28.0,0.1,42000000.0
James Maddison,eng ENG,LM,28.042,2025-01-04 00:00:00,0.0,33.0,32.0,31.0,35.0,0.0,42000000.0
James Maddison,eng ENG,AM,28.036,2024-12-29 00:00:00,0.0,14.0,15.0,13.0,16.0,0.0,42000000.0
James Maddison,eng ENG,DM,28.033,2024-12-26 00:00:00,0.0,26.0,25.0,20.0,27.0,0.1,42000000.0
James Maddison,eng ENG,AM,28.029,2024-12-22 00:00:00,1.0,24.0,24.0,23.0,28.0,0.1,42000000.0
James Maddison,eng ENG,AM,28.022,2024-12-15 00:00:00,2.0,49.0,49.0,41.0,52.0,0.6,42000000.0
James Maddison,eng ENG,LM,28.015,2024-12-08 00:00:00,0.0,8.0,7.0,7.0,9.0,0.1,42000000.0
James Maddison,eng ENG,"LM,CM",28.012,2024-12-05 00:00:00,0.0,47.0,44.0,40.0,53.0,0.4,42000000.0
James Maddison,eng ENG,LM,28.008,2024-12-01 00:00:00,0.0,49.0,48.0,42.0,52.0,0.2,42000000.0
James Maddison,eng ENG,LM,28.000,2024-11-23 00:00:00,2.0,48.0,46.0,42.0,48.0,0.8,42000000.0
James Maddison,eng ENG,DM,27.353,2024-11-10 00:00:00,0.0,9.0,9.0,8.0,10.0,0.0,42000000.0
James Maddison,eng ENG,RM,27.346,2024-11-03 00:00:00,1.0,5.0,5.0,5.0,5.0,0.1,42000000.0
James Maddison,eng ENG,LM,27.339,2024-10-27 00:00:00,0.0,33.0,34.0,29.0,37.0,0.1,42000000.0
James Maddison,eng ENG,LM,27.331,2024-10-19 00:00:00,0.0,36.0,36.0,34.0,42.0,0.0,42000000.0
James Maddison,eng ENG,LM,27.318,2024-10-06 00:00:00,1.0,32.0,31.0,29.0,37.0,0.3,42000000.0
James Maddison,eng ENG,LM,27.311,2024-09-29 00:00:00,0.0,55.0,51.0,48.0,56.0,0.5,42000000.0
