Jugador,Nacionalidad,Posicion,Edad,Dia_partido,Goles,Pases_recibidos,Pases_balon_vivo,Pases_completados,Pases_intentados,xG,precio_millones
Alessandro Bianco,it ITA,"CM,LW",22.235,2025-05-24 00:00:00,0.0,36.0,38.0,40.0,44.0,0.1,5000000.0
Alessandro Bianco,it ITA,"CM,LW",22.235,2025-05-24 00:00:00,0.0,36.0,38.0,40.0,44.0,0.1,1800000.0
Alessandro Bianco,it ITA,"CM,LW",22.235,2025-05-24 00:00:00,0.0,36.0,38.0,40.0,44.0,0.1,800000.0
Alessandro Bianco,it ITA,CM,22.229,2025-05-18 00:00:00,0.0,57.0,61.0,57.0,65.0,0.0,5000000.0
Alessandro Bianco,it ITA,CM,22.229,2025-05-18 00:00:00,0.0,57.0,61.0,57.0,65.0,0.0,1800000.0
Alessandro Bianco,it ITA,CM,22.229,2025-05-18 00:00:00,0.0,57.0,61.0,57.0,65.0,0.0,800000.0
Alessandro Bianco,it ITA,CM,22.222,2025-05-11 00:00:00,0.0,37.0,39.0,39.0,46.0,0.0,5000000.0
Alessandro Bianco,it ITA,CM,22.222,2025-05-11 00:00:00,0.0,37.0,39.0,39.0,46.0,0.0,1800000.0
Alessandro Bianco,it ITA,CM,22.222,2025-05-11 00:00:00,0.0,37.0,39.0,39.0,46.0,0.0,800000.0
Alessandro Bianco,it ITA,DM,22.215,2025-05-04 00:00:00,0.0,63.0,68.0,64.0,71.0,0.0,5000000.0
Alessandro Bianco,it ITA,DM,22.215,2025-05-04 00:00:00,0.0,63.0,68.0,64.0,71.0,0.0,1800000.0
Alessandro Bianco,it ITA,DM,22.215,2025-05-04 00:00:00,0.0,63.0,68.0,64.0,71.0,0.0,800000.0
Alessandro Bianco,it ITA,CM,22.208,2025-04-27 00:00:00,0.0,75.0,81.0,76.0,85.0,0.0,5000000.0
Alessandro Bianco,it ITA,CM,22.208,2025-04-27 00:00:00,0.0,75.0,81.0,76.0,85.0,0.0,1800000.0
Alessandro Bianco,it ITA,CM,22.208,2025-04-27 00:00:00,0.0,75.0,81.0,76.0,85.0,0.0,800000.0
Alessandro Bianco,it ITA,CM,22.200,2025-04-19 00:00:00,0.0,26.0,27.0,29.0,31.0,0.0,5000000.0
Alessandro Bianco,it ITA,CM,22.200,2025-04-19 00:00:00,0.0,26.0,27.0,29.0,31.0,0.0,1800000.0
Alessandro Bianco,it ITA,CM,22.200,2025-04-19 00:00:00,0.0,26.0,27.0,29.0,31.0,0.0,800000.0
Alessandro Bianco,it ITA,CM,22.193,2025-04-12 00:00:00,0.0,41.0,51.0,43.0,54.0,0.0,5000000.0
Alessandro Bianco,it ITA,CM,22.193,2025-04-12 00:00:00,0.0,41.0,51.0,43.0,54.0,0.0,1800000.0
Alessandro Bianco,it ITA,CM,22.193,2025-04-12 00:00:00,0.0,41.0,51.0,43.0,54.0,0.0,800000.0
Alessandro Bianco,it ITA,CM,22.186,2025-04-05 00:00:00,0.0,21.0,26.0,27.0,29.0,0.0,5000000.0
Alessandro Bianco,it ITA,CM,22.186,2025-04-05 00:00:00,0.0,21.0,26.0,27.0,29.0,0.0,1800000.0
Alessandro Bianco,it ITA,CM,22.186,2025-04-05 00:00:00,0.0,21.0,26.0,27.0,29.0,0.0,800000.0
Alessandro Bianco,it ITA,CM,22.180,2025-03-30 00:00:00,0.0,50.0,50.0,43.0,52.0,0.1,5000000.0
Alessandro Bianco,it ITA,CM,22.180,2025-03-30 00:00:00,0.0,50.0,50.0,43.0,52.0,0.1,1800000.0
Alessandro Bianco,it ITA,CM,22.180,2025-03-30 00:00:00,0.0,50.0,50.0,43.0,52.0,0.1,800000.0
Alessandro Bianco,it ITA,CM,22.165,2025-03-15 00:00:00,0.0,20.0,23.0,20.0,23.0,0.0,5000000.0
Alessandro Bianco,it ITA,CM,22.165,2025-03-15 00:00:00,0.0,20.0,23.0,20.0,23.0,0.0,1800000.0
Alessandro Bianco,it ITA,CM,22.165,2025-03-15 00:00:00,0.0,20.0,23.0,20.0,23.0,0.0,800000.0
Alessandro Bianco,it ITA,CM,22.158,2025-03-08 00:00:00,0.0,29.0,40.0,37.0,40.0,0.1,5000000.0
Alessandro Bianco,it ITA,CM,22.158,2025-03-08 00:00:00,0.0,29.0,40.0,37.0,40.0,0.1,1800000.0
Alessandro Bianco,it ITA,CM,22.158,2025-03-08 00:00:00,0.0,29.0,40.0,37.0,40.0,0.1,800000.0
Alessandro Bianco,it ITA,CM,22.152,2025-03-02 00:00:00,0.0,48.0,46.0,45.0,53.0,0.0,5000000.0
Alessandro Bianco,it ITA,CM,22.152,2025-03-02 00:00:00,0.0,48.0,46.0,45.0,53.0,0.0,1800000.0
Alessandro Bianco,it ITA,CM,22.152,2025-03-02 00:00:00,0.0,48.0,46.0,45.0,53.0,0.0,800000.0
Alessandro Bianco,it ITA,CM,22.146,2025-02-24 00:00:00,0.0,44.0,53.0,48.0,55.0,0.0,5000000.0
Alessandro Bianco,it ITA,CM,22.146,2025-02-24 00:00:00,0.0,44.0,53.0,48.0,55.0,0.0,1800000.0
Alessandro Bianco,it ITA,CM,22.146,2025-02-24 00:00:00,0.0,44.0,53.0,48.0,55.0,0.0,800000.0
Alessandro Bianco,it ITA,CM,22.138,2025-02-16 00:00:00,0.0,65.0,74.0,70.0,79.0,0.0,5000000.0
Alessandro Bianco,it ITA,CM,22.138,2025-02-16 00:00:00,0.0,65.0,74.0,70.0,79.0,0.0,1800000.0
Alessandro Bianco,it ITA,CM,22.138,2025-02-16 00:00:00,0.0,65.0,74.0,70.0,79.0,0.0,800000.0
Alessandro Bianco,it ITA,CM,22.131,2025-02-09 00:00:00,0.0,39.0,39.0,39.0,42.0,0.0,5000000.0
Alessandro Bianco,it ITA,CM,22.131,2025-02-09 00:00:00,0.0,39.0,39.0,39.0,42.0,0.0,1800000.0
Alessandro Bianco,it ITA,CM,22.131,2025-02-09 00:00:00,0.0,39.0,39.0,39.0,42.0,0.0,800000.0
Alessandro Bianco,it ITA,CM,22.118,2025-01-27 00:00:00,0.0,15.0,16.0,17.0,18.0,0.0,5000000.0
Alessandro Bianco,it ITA,CM,22.118,2025-01-27 00:00:00,0.0,15.0,16.0,17.0,18.0,0.0,1800000.0
Alessandro Bianco,it ITA,CM,22.118,2025-01-27 00:00:00,0.0,15.0,16.0,17.0,18.0,0.0,800000.0
Alessandro Bianco,it ITA,CM,22.109,2025-01-18 00:00:00,0.0,31.0,50.0,40.0,51.0,0.0,5000000.0
Alessandro Bianco,it ITA,CM,22.109,2025-01-18 00:00:00,0.0,31.0,50.0,40.0,51.0,0.0,1800000.0
Alessandro Bianco,it ITA,CM,22.109,2025-01-18 00:00:00,0.0,31.0,50.0,40.0,51.0,0.0,800000.0
Alessandro Bianco,it ITA,CM,22.104,2025-01-13 00:00:00,0.0,32.0,36.0,31.0,37.0,0.0,5000000.0
Alessandro Bianco,it ITA,CM,22.104,2025-01-13 00:00:00,0.0,32.0,36.0,31.0,37.0,0.0,1800000.0
Alessandro Bianco,it ITA,CM,22.104,2025-01-13 00:00:00,0.0,32.0,36.0,31.0,37.0,0.0,800000.0
Alessandro Bianco,it ITA,CM,22.096,2025-01-05 00:00:00,0.0,28.0,31.0,25.0,32.0,0.0,5000000.0
Alessandro Bianco,it ITA,CM,22.096,2025-01-05 00:00:00,0.0,28.0,31.0,25.0,32.0,0.0,1800000.0
Alessandro Bianco,it ITA,CM,22.096,2025-01-05 00:00:00,0.0,28.0,31.0,25.0,32.0,0.0,800000.0
Alessandro Bianco,it ITA,CM,22.088,2024-12-28 00:00:00,0.0,33.0,41.0,32.0,43.0,0.1,5000000.0
Alessandro Bianco,it ITA,CM,22.088,2024-12-28 00:00:00,0.0,33.0,41.0,32.0,43.0,0.1,1800000.0
Alessandro Bianco,it ITA,CM,22.088,2024-12-28 00:00:00,0.0,33.0,41.0,32.0,43.0,0.1,800000.0
Alessandro Bianco,it ITA,CM,22.082,2024-12-22 00:00:00,0.0,45.0,47.0,39.0,47.0,0.1,5000000.0
Alessandro Bianco,it ITA,CM,22.082,2024-12-22 00:00:00,0.0,45.0,47.0,39.0,47.0,0.1,1800000.0
Alessandro Bianco,it ITA,CM,22.082,2024-12-22 00:00:00,0.0,45.0,47.0,39.0,47.0,0.1,800000.0
Alessandro Bianco,it ITA,"CM,RM",22.075,2024-12-15 00:00:00,0.0,32.0,33.0,26.0,34.0,0.0,5000000.0
Alessandro Bianco,it ITA,"CM,RM",22.075,2024-12-15 00:00:00,0.0,32.0,33.0,26.0,34.0,0.0,1800000.0
Alessandro Bianco,it ITA,"CM,RM",22.075,2024-12-15 00:00:00,0.0,32.0,33.0,26.0,34.0,0.0,800000.0
Alessandro Bianco,it ITA,"CM,DM",22.069,2024-12-09 00:00:00,0.0,53.0,64.0,61.0,68.0,0.1,5000000.0
Alessandro Bianco,it ITA,"CM,DM",22.069,2024-12-09 00:00:00,0.0,53.0,64.0,61.0,68.0,0.1,1800000.0
Alessandro Bianco,it ITA,"CM,DM",22.069,2024-12-09 00:00:00,0.0,53.0,64.0,61.0,68.0,0.1,800000.0
Alessandro Bianco,it ITA,CM,22.060,2024-11-30 00:00:00,0.0,41.0,45.0,40.0,48.0,0.0,5000000.0
Alessandro Bianco,it ITA,CM,22.060,2024-11-30 00:00:00,0.0,41.0,45.0,40.0,48.0,0.0,1800000.0
Alessandro Bianco,it ITA,CM,22.060,2024-11-30 00:00:00,0.0,41.0,45.0,40.0,48.0,0.0,800000.0
Alessandro Bianco,it ITA,CM,22.054,2024-11-24 00:00:00,0.0,42.0,52.0,48.0,54.0,0.0,5000000.0
Alessandro Bianco,it ITA,CM,22.054,2024-11-24 00:00:00,0.0,42.0,52.0,48.0,54.0,0.0,1800000.0
Alessandro Bianco,it ITA,CM,22.054,2024-11-24 00:00:00,0.0,42.0,52.0,48.0,54.0,0.0,800000.0
Alessandro Bianco,it ITA,"CM,DM",22.040,2024-11-10 00:00:00,0.0,58.0,63.0,60.0,66.0,0.1,5000000.0
Alessandro Bianco,it ITA,"CM,DM",22.040,2024-11-10 00:00:00,0.0,58.0,63.0,60.0,66.0,0.1,1800000.0
Alessandro Bianco,it ITA,"CM,DM",22.040,2024-11-10 00:00:00,0.0,58.0,63.0,60.0,66.0,0.1,800000.0
Alessandro Bianco,it ITA,CM,22.032,2024-11-02 00:00:00,0.0,36.0,41.0,39.0,43.0,0.0,5000000.0
Alessandro Bianco,it ITA,CM,22.032,2024-11-02 00:00:00,0.0,36.0,41.0,39.0,43.0,0.0,1800000.0
Alessandro Bianco,it ITA,CM,22.032,2024-11-02 00:00:00,0.0,36.0,41.0,39.0,43.0,0.0,800000.0
Alessandro Bianco,it ITA,CM,22.029,2024-10-30 00:00:00,0.0,49.0,50.0,45.0,55.0,0.0,5000000.0
Alessandro Bianco,it ITA,CM,22.029,2024-10-30 00:00:00,0.0,49.0,50.0,45.0,55.0,0.0,1800000.0
Alessandro Bianco,it ITA,CM,22.029,2024-10-30 00:00:00,0.0,49.0,50.0,45.0,55.0,0.0,800000.0
Alessandro Bianco,it ITA,"AM,CM",22.026,2024-10-27 00:00:00,0.0,8.0,9.0,7.0,9.0,0.1,5000000.0
Alessandro Bianco,it ITA,"AM,CM",22.026,2024-10-27 00:00:00,0.0,8.0,9.0,7.0,9.0,0.1,1800000.0
Alessandro Bianco,it ITA,"AM,CM",22.026,2024-10-27 00:00:00,0.0,8.0,9.0,7.0,9.0,0.1,800000.0
Alessandro Bianco,it ITA,AM,22.020,2024-10-21 00:00:00,1.0,4.0,4.0,3.0,4.0,0.4,5000000.0
Alessandro Bianco,it ITA,AM,22.020,2024-10-21 00:00:00,1.0,4.0,4.0,3.0,4.0,0.4,1800000.0
Alessandro Bianco,it ITA,AM,22.020,2024-10-21 00:00:00,1.0,4.0,4.0,3.0,4.0,0.4,800000.0
Alessandro Bianco,it ITA,CM,22.005,2024-10-06 00:00:00,0.0,13.0,18.0,12.0,19.0,0.0,5000000.0
Alessandro Bianco,it ITA,CM,22.005,2024-10-06 00:00:00,0.0,13.0,18.0,12.0,19.0,0.0,1800000.0
Alessandro Bianco,it ITA,CM,22.005,2024-10-06 00:00:00,0.0,13.0,18.0,12.0,19.0,0.0,800000.0
Alessandro Bianco,it ITA,CM,21.364,2024-09-29 00:00:00,0.0,74.0,74.0,75.0,78.0,0.0,5000000.0
Alessandro Bianco,it ITA,CM,21.364,2024-09-29 00:00:00,0.0,74.0,74.0,75.0,78.0,0.0,1800000.0
Alessandro Bianco,it ITA,CM,21.364,2024-09-29 00:00:00,0.0,74.0,74.0,75.0,78.0,0.0,800000.0
Alessandro Bianco,it ITA,CM,21.357,2024-09-22 00:00:00,0.0,41.0,44.0,32.0,45.0,0.1,5000000.0
Alessandro Bianco,it ITA,CM,21.357,2024-09-22 00:00:00,0.0,41.0,44.0,32.0,45.0,0.1,1800000.0
Alessandro Bianco,it ITA,CM,21.357,2024-09-22 00:00:00,0.0,41.0,44.0,32.0,45.0,0.1,800000.0
Alessandro Bianco,it ITA,CM,21.350,2024-09-15 00:00:00,0.0,3.0,4.0,5.0,5.0,0.0,5000000.0
Alessandro Bianco,it ITA,CM,21.350,2024-09-15 00:00:00,0.0,3.0,4.0,5.0,5.0,0.0,1800000.0
Alessandro Bianco,it ITA,CM,21.350,2024-09-15 00:00:00,0.0,3.0,4.0,5.0,5.0,0.0,800000.0
Alessandro Bianco,it ITA,CM,21.321,2024-08-17 00:00:00,0.0,8.0,11.0,9.0,12.0,0.0,5000000.0
Alessandro Bianco,it ITA,CM,21.321,2024-08-17 00:00:00,0.0,8.0,11.0,9.0,12.0,0.0,1800000.0
Alessandro Bianco,it ITA,CM,21.321,2024-08-17 00:00:00,0.0,8.0,11.0,9.0,12.0,0.0,800000.0
Alessandro Bastoni,it ITA,CB,26.035,2025-05-18 00:00:00,0.0,51.0,65.0,60.0,75.0,0.0,80000000.0
Alessandro Bastoni,it ITA,CB,26.035,2025-05-18 00:00:00,0.0,51.0,65.0,60.0,75.0,0.0,300000.0
Alessandro Bastoni,it ITA,CB,26.028,2025-05-11 00:00:00,0.0,74.0,74.0,70.0,81.0,0.0,80000000.0
Alessandro Bastoni,it ITA,CB,26.028,2025-05-11 00:00:00,0.0,74.0,74.0,70.0,81.0,0.0,300000.0
Alessandro Bastoni,it ITA,CB,26.007,2025-04-20 00:00:00,0.0,19.0,23.0,26.0,34.0,0.1,80000000.0
Alessandro Bastoni,it ITA,CB,26.007,2025-04-20 00:00:00,0.0,19.0,23.0,26.0,34.0,0.1,300000.0
Alessandro Bastoni,it ITA,CB,25.364,2025-04-12 00:00:00,0.0,16.0,16.0,17.0,19.0,0.0,80000000.0
Alessandro Bastoni,it ITA,CB,25.364,2025-04-12 00:00:00,0.0,16.0,16.0,17.0,19.0,0.0,300000.0
Alessandro Bastoni,it ITA,CB,25.357,2025-04-05 00:00:00,0.0,61.0,64.0,64.0,67.0,0.0,80000000.0
Alessandro Bastoni,it ITA,CB,25.357,2025-04-05 00:00:00,0.0,61.0,64.0,64.0,67.0,0.0,300000.0
Alessandro Bastoni,it ITA,CB,25.337,2025-03-16 00:00:00,0.0,47.0,54.0,54.0,63.0,0.1,80000000.0
Alessandro Bastoni,it ITA,CB,25.337,2025-03-16 00:00:00,0.0,47.0,54.0,54.0,63.0,0.1,300000.0
Alessandro Bastoni,it ITA,"CB,WB",25.329,2025-03-08 00:00:00,0.0,72.0,78.0,74.0,83.0,0.1,80000000.0
Alessandro Bastoni,it ITA,"CB,WB",25.329,2025-03-08 00:00:00,0.0,72.0,78.0,74.0,83.0,0.1,300000.0
Alessandro Bastoni,it ITA,"CB,WB",25.322,2025-03-01 00:00:00,0.0,30.0,33.0,38.0,44.0,0.0,80000000.0
Alessandro Bastoni,it ITA,"CB,WB",25.322,2025-03-01 00:00:00,0.0,30.0,33.0,38.0,44.0,0.0,300000.0
Alessandro Bastoni,it ITA,CB,25.315,2025-02-22 00:00:00,0.0,66.0,74.0,74.0,82.0,0.0,80000000.0
Alessandro Bastoni,it ITA,CB,25.315,2025-02-22 00:00:00,0.0,66.0,74.0,74.0,82.0,0.0,300000.0
Alessandro Bastoni,it ITA,CB,25.309,2025-02-16 00:00:00,0.0,44.0,44.0,48.0,53.0,0.0,80000000.0
Alessandro Bastoni,it ITA,CB,25.309,2025-02-16 00:00:00,0.0,44.0,44.0,48.0,53.0,0.0,300000.0
Alessandro Bastoni,it ITA,CB,25.303,2025-02-10 00:00:00,0.0,80.0,81.0,72.0,84.0,0.1,80000000.0
Alessandro Bastoni,it ITA,CB,25.303,2025-02-10 00:00:00,0.0,80.0,81.0,72.0,84.0,0.1,300000.0
Alessandro Bastoni,it ITA,CB,25.299,2025-02-06 00:00:00,0.0,84.0,91.0,86.0,95.0,0.1,80000000.0
Alessandro Bastoni,it ITA,CB,25.299,2025-02-06 00:00:00,0.0,84.0,91.0,86.0,95.0,0.1,300000.0
Alessandro Bastoni,it ITA,CB,25.295,2025-02-02 00:00:00,0.0,62.0,65.0,62.0,66.0,0.0,80000000.0
Alessandro Bastoni,it ITA,CB,25.295,2025-02-02 00:00:00,0.0,62.0,65.0,62.0,66.0,0.0,300000.0
Alessandro Bastoni,it ITA,CB,25.288,2025-01-26 00:00:00,0.0,64.0,64.0,68.0,75.0,0.0,80000000.0
Alessandro Bastoni,it ITA,CB,25.288,2025-01-26 00:00:00,0.0,64.0,64.0,68.0,75.0,0.0,300000.0
Alessandro Bastoni,it ITA,CB,25.281,2025-01-19 00:00:00,0.0,7.0,10.0,10.0,12.0,0.0,80000000.0
Alessandro Bastoni,it ITA,CB,25.281,2025-01-19 00:00:00,0.0,7.0,10.0,10.0,12.0,0.0,300000.0
Alessandro Bastoni,it ITA,CB,25.277,2025-01-15 00:00:00,0.0,37.0,43.0,51.0,62.0,0.0,80000000.0
Alessandro Bastoni,it ITA,CB,25.277,2025-01-15 00:00:00,0.0,37.0,43.0,51.0,62.0,0.0,300000.0
Alessandro Bastoni,it ITA,CB,25.274,2025-01-12 00:00:00,0.0,75.0,76.0,71.0,86.0,0.0,80000000.0
Alessandro Bastoni,it ITA,CB,25.274,2025-01-12 00:00:00,0.0,75.0,76.0,71.0,86.0,0.0,300000.0
Alessandro Bastoni,it ITA,CB,25.259,2024-12-28 00:00:00,1.0,70.0,76.0,76.0,88.0,0.0,80000000.0
Alessandro Bastoni,it ITA,CB,25.259,2024-12-28 00:00:00,1.0,70.0,76.0,76.0,88.0,0.0,300000.0
Alessandro Bastoni,it ITA,CB,25.254,2024-12-23 00:00:00,0.0,78.0,86.0,84.0,92.0,0.1,80000000.0
Alessandro Bastoni,it ITA,CB,25.254,2024-12-23 00:00:00,0.0,78.0,86.0,84.0,92.0,0.1,300000.0
Alessandro Bastoni,it ITA,CB,25.247,2024-12-16 00:00:00,0.0,33.0,39.0,38.0,42.0,0.0,80000000.0
Alessandro Bastoni,it ITA,CB,25.247,2024-12-16 00:00:00,0.0,33.0,39.0,38.0,42.0,0.0,300000.0
Alessandro Bastoni,it ITA,CB,25.237,2024-12-06 00:00:00,0.0,52.0,58.0,55.0,63.0,0.0,80000000.0
Alessandro Bastoni,it ITA,CB,25.237,2024-12-06 00:00:00,0.0,52.0,58.0,55.0,63.0,0.0,300000.0
Alessandro Bastoni,it ITA,CB,25.224,2024-11-23 00:00:00,0.0,85.0,93.0,91.0,97.0,0.0,80000000.0
Alessandro Bastoni,it ITA,CB,25.224,2024-11-23 00:00:00,0.0,85.0,93.0,91.0,97.0,0.0,300000.0
Alessandro Bastoni,it ITA,CB,25.211,2024-11-10 00:00:00,0.0,41.0,49.0,53.0,63.0,0.0,80000000.0
Alessandro Bastoni,it ITA,CB,25.211,2024-11-10 00:00:00,0.0,41.0,49.0,53.0,63.0,0.0,300000.0
Alessandro Bastoni,it ITA,CB,25.204,2024-11-03 00:00:00,0.0,44.0,53.0,48.0,57.0,0.0,80000000.0
Alessandro Bastoni,it ITA,CB,25.204,2024-11-03 00:00:00,0.0,44.0,53.0,48.0,57.0,0.0,300000.0
Alessandro Bastoni,it ITA,CB,25.200,2024-10-30 00:00:00,0.0,63.0,72.0,70.0,78.0,0.0,80000000.0
Alessandro Bastoni,it ITA,CB,25.200,2024-10-30 00:00:00,0.0,63.0,72.0,70.0,78.0,0.0,300000.0
Alessandro Bastoni,it ITA,CB,25.197,2024-10-27 00:00:00,0.0,28.0,33.0,33.0,38.0,0.0,80000000.0
Alessandro Bastoni,it ITA,CB,25.197,2024-10-27 00:00:00,0.0,28.0,33.0,33.0,38.0,0.0,300000.0
Alessandro Bastoni,it ITA,CB,25.190,2024-10-20 00:00:00,0.0,28.0,32.0,34.0,37.0,0.0,80000000.0
Alessandro Bastoni,it ITA,CB,25.190,2024-10-20 00:00:00,0.0,28.0,32.0,34.0,37.0,0.0,300000.0
Alessandro Bastoni,it ITA,CB,25.175,2024-10-05 00:00:00,0.0,101.0,110.0,110.0,115.0,0.1,80000000.0
Alessandro Bastoni,it ITA,CB,25.175,2024-10-05 00:00:00,0.0,101.0,110.0,110.0,115.0,0.1,300000.0
Alessandro Bastoni,it ITA,CB,25.168,2024-09-28 00:00:00,0.0,69.0,73.0,67.0,77.0,0.0,80000000.0
Alessandro Bastoni,it ITA,CB,25.168,2024-09-28 00:00:00,0.0,69.0,73.0,67.0,77.0,0.0,300000.0
Alessandro Bastoni,it ITA,CB,25.162,2024-09-22 00:00:00,0.0,57.0,61.0,64.0,72.0,0.0,80000000.0
Alessandro Bastoni,it ITA,CB,25.162,2024-09-22 00:00:00,0.0,57.0,61.0,64.0,72.0,0.0,300000.0
Alessandro Bastoni,it ITA,CB,25.139,2024-08-30 00:00:00,0.0,36.0,42.0,48.0,54.0,0.0,80000000.0
Alessandro Bastoni,it ITA,CB,25.139,2024-08-30 00:00:00,0.0,36.0,42.0,48.0,54.0,0.0,300000.0
Alessandro Bastoni,it ITA,CB,25.133,2024-08-24 00:00:00,0.0,77.0,86.0,83.0,92.0,0.0,80000000.0
Alessandro Bastoni,it ITA,CB,25.133,2024-08-24 00:00:00,0.0,77.0,86.0,83.0,92.0,0.0,300000.0
Alessandro Bastoni,it ITA,CB,25.126,2024-08-17 00:00:00,0.0,64.0,72.0,67.0,79.0,0.0,80000000.0
Alessandro Bastoni,it ITA,CB,25.126,2024-08-17 00:00:00,0.0,64.0,72.0,67.0,79.0,0.0,300000.0
Aleksandr Golovin,ru RUS,RM,28.310,2025-04-05 00:00:00,0.0,3.0,7.0,5.0,7.0,0.0,55000000.0
Aleksandr Golovin,ru RUS,RM,28.310,2025-04-05 00:00:00,0.0,3.0,7.0,5.0,7.0,0.0,20000000.0
Aleksandr Golovin,ru RUS,RM,28.310,2025-04-05 00:00:00,0.0,3.0,7.0,5.0,7.0,0.0,55000000.0
Aleksandr Golovin,ru RUS,RM,28.310,2025-04-05 00:00:00,0.0,3.0,7.0,5.0,7.0,0.0,20000000.0
Aleksandr Golovin,ru RUS,AM,28.303,2025-03-29 00:00:00,0.0,1.0,2.0,2.0,3.0,0.0,55000000.0
Aleksandr Golovin,ru RUS,AM,28.303,2025-03-29 00:00:00,0.0,1.0,2.0,2.0,3.0,0.0,20000000.0
Aleksandr Golovin,ru RUS,AM,28.303,2025-03-29 00:00:00,0.0,1.0,2.0,2.0,3.0,0.0,55000000.0
Aleksandr Golovin,ru RUS,AM,28.303,2025-03-29 00:00:00,0.0,1.0,2.0,2.0,3.0,0.0,20000000.0
Aleksandr Golovin,ru RUS,LM,28.253,2025-02-07 00:00:00,0.0,11.0,9.0,9.0,12.0,0.0,55000000.0
Aleksandr Golovin,ru RUS,LM,28.253,2025-02-07 00:00:00,0.0,11.0,9.0,9.0,12.0,0.0,20000000.0
Aleksandr Golovin,ru RUS,LM,28.253,2025-02-07 00:00:00,0.0,11.0,9.0,9.0,12.0,0.0,55000000.0
Aleksandr Golovin,ru RUS,LM,28.253,2025-02-07 00:00:00,0.0,11.0,9.0,9.0,12.0,0.0,20000000.0
Aleksandr Golovin,ru RUS,LW,28.247,2025-02-01 00:00:00,0.0,19.0,23.0,12.0,24.0,0.0,55000000.0
Aleksandr Golovin,ru RUS,LW,28.247,2025-02-01 00:00:00,0.0,19.0,23.0,12.0,24.0,0.0,20000000.0
Aleksandr Golovin,ru RUS,LW,28.247,2025-02-01 00:00:00,0.0,19.0,23.0,12.0,24.0,0.0,55000000.0
Aleksandr Golovin,ru RUS,LW,28.247,2025-02-01 00:00:00,0.0,19.0,23.0,12.0,24.0,0.0,20000000.0
Aleksandr Golovin,ru RUS,LW,28.240,2025-01-25 00:00:00,1.0,30.0,33.0,26.0,33.0,0.9,55000000.0
Aleksandr Golovin,ru RUS,LW,28.240,2025-01-25 00:00:00,1.0,30.0,33.0,26.0,33.0,0.9,20000000.0
Aleksandr Golovin,ru RUS,LW,28.240,2025-01-25 00:00:00,1.0,30.0,33.0,26.0,33.0,0.9,55000000.0
Aleksandr Golovin,ru RUS,LW,28.240,2025-01-25 00:00:00,1.0,30.0,33.0,26.0,33.0,0.9,20000000.0
Aleksandr Golovin,ru RUS,RW,28.232,2025-01-17 00:00:00,0.0,15.0,22.0,18.0,22.0,0.1,55000000.0
Aleksandr Golovin,ru RUS,RW,28.232,2025-01-17 00:00:00,0.0,15.0,22.0,18.0,22.0,0.1,20000000.0
Aleksandr Golovin,ru RUS,RW,28.232,2025-01-17 00:00:00,0.0,15.0,22.0,18.0,22.0,0.1,55000000.0
Aleksandr Golovin,ru RUS,RW,28.232,2025-01-17 00:00:00,0.0,15.0,22.0,18.0,22.0,0.1,20000000.0
Aleksandr Golovin,ru RUS,"LW,DM",28.202,2024-12-18 00:00:00,0.0,29.0,30.0,23.0,31.0,0.1,55000000.0
Aleksandr Golovin,ru RUS,"LW,DM",28.202,2024-12-18 00:00:00,0.0,29.0,30.0,23.0,31.0,0.1,20000000.0
Aleksandr Golovin,ru RUS,"LW,DM",28.202,2024-12-18 00:00:00,0.0,29.0,30.0,23.0,31.0,0.1,55000000.0
Aleksandr Golovin,ru RUS,"LW,DM",28.202,2024-12-18 00:00:00,0.0,29.0,30.0,23.0,31.0,0.1,20000000.0
Aleksandr Golovin,ru RUS,"CM,DM",28.198,2024-12-14 00:00:00,0.0,54.0,67.0,48.0,68.0,0.0,55000000.0
Aleksandr Golovin,ru RUS,"CM,DM",28.198,2024-12-14 00:00:00,0.0,54.0,67.0,48.0,68.0,0.0,20000000.0
Aleksandr Golovin,ru RUS,"CM,DM",28.198,2024-12-14 00:00:00,0.0,54.0,67.0,48.0,68.0,0.0,55000000.0
Aleksandr Golovin,ru RUS,"CM,DM",28.198,2024-12-14 00:00:00,0.0,54.0,67.0,48.0,68.0,0.0,20000000.0
Aleksandr Golovin,ru RUS,"LW,DM",28.191,2024-12-07 00:00:00,0.0,37.0,49.0,34.0,49.0,0.0,55000000.0
Aleksandr Golovin,ru RUS,"LW,DM",28.191,2024-12-07 00:00:00,0.0,37.0,49.0,34.0,49.0,0.0,20000000.0
Aleksandr Golovin,ru RUS,"LW,DM",28.191,2024-12-07 00:00:00,0.0,37.0,49.0,34.0,49.0,0.0,55000000.0
Aleksandr Golovin,ru RUS,"LW,DM",28.191,2024-12-07 00:00:00,0.0,37.0,49.0,34.0,49.0,0.0,20000000.0
Aleksandr Golovin,ru RUS,LW,28.185,2024-12-01 00:00:00,1.0,21.0,26.0,21.0,27.0,0.1,55000000.0
Aleksandr Golovin,ru RUS,LW,28.185,2024-12-01 00:00:00,1.0,21.0,26.0,21.0,27.0,0.1,20000000.0
Aleksandr Golovin,ru RUS,LW,28.185,2024-12-01 00:00:00,1.0,21.0,26.0,21.0,27.0,0.1,55000000.0
Aleksandr Golovin,ru RUS,LW,28.185,2024-12-01 00:00:00,1.0,21.0,26.0,21.0,27.0,0.1,20000000.0
